,player,season,season_type,age,team_id,lg_id,pos,g,gs,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,fg2,fg2a,fg2_pct,efg_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,DUMMY,trp_dbl
153,Derek Fisher,2011-12,regular,37,TOT,NBA,PG,63,43,1508,129,348,.371,35,109,.321,94,239,.393,.421,57,67,.851,12,109,121,170,51,4,73,117,350,,
154,Derek Fisher,2011-12,regular,37,LAL,NBA,PG,43,43,1101,92,240,.383,24,74,.324,68,166,.410,.433,44,53,.830,10,82,92,142,40,3,58,85,252,,
155,Derek Fisher,2011-12,regular,37,OKC,NBA,PG,20,0,407,37,108,.343,11,35,.314,26,73,.356,.394,13,14,.929,2,27,29,28,11,1,15,32,98,,
156,Derek Fisher,2012-13,regular,38,TOT,NBA,"PG,SG",33,9,575,55,161,.342,30,80,.375,25,81,.309,.435,35,38,.921,2,35,37,47,19,3,30,55,175,,
157,Derek Fisher,2012-13,regular,38,DAL,NBA,PG,9,9,229,23,65,.354,10,23,.435,13,42,.310,.431,21,23,.913,0,15,15,31,5,2,18,24,77,,
158,Derek Fisher,2012-13,regular,38,OKC,NBA,SG,24,0,346,32,96,.333,20,57,.351,12,39,.308,.438,14,15,.933,2,20,22,16,14,1,12,31,98,,
159,Derek Fisher,2013-14,regular,39,OKC,NBA,SG,81,0,1428,141,361,.391,88,229,.384,53,132,.402,.512,55,71,.775,12,110,122,117,70,3,49,157,425,,
160,Lebron James,2005-06,playoff,21,CLE,NBA,SF,13,13,604,146,307,.476,21,63,.333,125,244,.512,.510,87,118,.737,22,83,105,76,18,9,65,44,400,,2
161,Lebron James,2006-07,playoff,22,CLE,NBA,SF,20,20,893,166,399,.416,21,75,.280,145,324,.448,.442,148,196,.755,26,135,161,159,34,10,66,40,501,,0
162,Lebron James,2007-08,playoff,23,CLE,NBA,SF,13,13,552,113,275,.411,18,70,.257,95,205,.463,.444,122,167,.731,16,86,102,99,23,17,54,33,366,,1
163,Lebron James,2008-09,playoff,24,CLE,NBA,SF,14,14,580,159,312,.510,27,81,.333,132,231,.571,.553,149,199,.749,19,109,128,102,23,12,38,30,494,,1
164,Lebron James,2009-10,playoff,25,CLE,NBA,SF,11,11,460,106,211,.502,20,50,.400,86,161,.534,.550,88,120,.733,15,87,102,84,19,20,42,23,320,,2
165,Lebron James,2010-11,playoff,26,MIA,NBA,SF,21,21,922,174,373,.466,30,85,.353,144,288,.500,.507,119,156,.763,34,142,176,123,35,25,66,56,497,,1
166,Lebron James,2011-12,playoff,27,MIA,NBA,SF,23,23,983,251,502,.500,22,85,.259,229,417,.549,.522,173,234,.739,54,170,224,129,43,16,81,47,697,,1
167,Lebron James,2012-13,playoff,28,MIA,NBA,PF,23,23,960,212,432,.491,36,96,.375,176,336,.524,.532,136,175,.777,37,156,193,152,41,18,70,43,596,,3
168,Lebron James,2013-14,playoff,29,MIA,NBA,PF,20,20,763,192,340,.565,35,86,.407,157,254,.618,.616,129,160,.806,14,127,141,95,36,11,61,46,548,,0
169,Lebron James,2014-15,playoff,30,CLE,NBA,SF,20,20,844,227,544,.417,25,110,.227,202,434,.465,.440,122,167,.731,37,189,226,169,33,21,82,58,601,,3
170,Lebron James,2015-16,playoff,31,CLE,NBA,SF,21,21,822,219,417,.525,32,94,.340,187,323,.579,.564,82,124,.661,42,158,200,160,49,27,75,54,552,,2
171,Lebron James,2016-17,playoff,32,CLE,NBA,SF,18,18,744,217,384,.565,44,107,.411,173,277,.625,.622,113,162,.698,19,145,164,141,35,23,72,43,591,,3
172,Lebron James,2017-18,playoff,33,CLE,NBA,PF,22,22,922,275,510,.539,39,114,.342,236,396,.596,.577,159,213,.746,31,169,200,198,30,23,94,52,748,,4
173,Lebron James,2019-20,playoff,35,LAL,NBA,PG,21,21,762,214,382,.560,44,119,.370,170,263,.646,.618,108,150,.720,28,198,226,184,26,18,84,40,580,,5
174,Lebron James,2020-21,playoff,36,LAL,NBA,PG,6,6,224,54,114,.474,18,48,.375,36,66,.545,.553,14,23,.609,7,36,43,48,9,2,25,7,140,,0
175,Lebron James,2022-23,playoff,38,LAL,NBA,PF,16,16,619,147,295,.498,28,106,.264,119,189,.630,.546,70,92,.761,25,133,158,104,17,18,40,28,392,,0
176,Lebron James,2023-24,playoff,39,LAL,NBA,PF,5,5,204,56,99,.566,10,26,.385,46,73,.630,.616,17,23,.739,4,30,34,44,12,5,19,11,139,,0
177,Lebron James,2003-04,regular,19,CLE,NBA,SG,79,79,3122,622,1492,.417,63,217,.290,559,1275,.438,.438,347,460,.754,99,333,432,465,130,58,273,149,1654,,0
178,Lebron James,2004-05,regular,20,CLE,NBA,SF,80,80,3388,795,1684,.472,108,308,.351,687,1376,.499,.504,477,636,.750,111,477,588,577,177,52,262,146,2175,,4
179,Lebron James,2005-06,regular,21,CLE,NBA,SF,79,79,3361,875,1823,.480,127,379,.335,748,1444,.518,.515,601,814,.738,75,481,556,521,123,66,260,181,2478,,5
180,Lebron James,2006-07,regular,22,CLE,NBA,SF,78,78,3190,772,1621,.476,99,310,.319,673,1311,.513,.507,489,701,.698,83,443,526,470,125,55,250,171,2132,,1
181,Lebron James,2007-08,regular,23,CLE,NBA,SF,75,74,3027,794,1642,.484,113,359,.315,681,1283,.531,.518,549,771,.712,133,459,592,539,138,81,255,165,2250,,7
182,Lebron James,2008-09,regular,24,CLE,NBA,SF,81,81,3054,789,1613,.489,132,384,.344,657,1229,.535,.530,594,762,.780,106,507,613,587,137,93,241,139,2304,,7
183,Lebron James,2009-10,regular,25,CLE,NBA,SF,76,76,2966,768,1528,.503,129,387,.333,639,1141,.560,.545,593,773,.767,71,483,554,651,125,77,261,119,2258,,4
184,Lebron James,2010-11,regular,26,MIA,NBA,SF,79,79,3063,758,1485,.510,92,279,.330,666,1206,.552,.541,503,663,.759,80,510,590,554,124,50,284,163,2111,,4
185,Lebron James,2011-12,regular,27,MIA,NBA,SF,62,62,2326,621,1169,.531,54,149,.362,567,1020,.556,.554,387,502,.771,94,398,492,387,115,50,213,96,1683,,0
186,Lebron James,2012-13,regular,28,MIA,NBA,PF,76,76,2877,765,1354,.565,103,254,.406,662,1100,.602,.603,403,535,.753,97,513,610,551,129,67,226,110,2036,,4
187,Lebron James,2013-14,regular,29,MIA,NBA,PF,77,77,2902,767,1353,.567,116,306,.379,651,1047,.622,.610,439,585,.750,81,452,533,488,121,26,270,126,2089,,1
188,Lebron James,2014-15,regular,30,CLE,NBA,SF,69,69,2493,624,1279,.488,120,339,.354,504,940,.536,.535,375,528,.710,51,365,416,511,109,49,272,135,1743,,2
189,Lebron James,2015-16,regular,31,CLE,NBA,SF,76,76,2709,737,1416,.520,87,282,.309,650,1134,.573,.551,359,491,.731,111,454,565,514,104,49,249,143,1920,,3
190,Lebron James,2016-17,regular,32,CLE,NBA,SF,74,74,2794,736,1344,.548,124,342,.363,612,1002,.611,.594,358,531,.674,97,542,639,646,92,44,303,134,1954,,13
191,Lebron James,2017-18,regular,33,CLE,NBA,PF,82,82,3026,857,1580,.542,149,406,.367,708,1174,.603,.590,388,531,.731,97,612,709,747,116,71,347,136,2251,,18
192,Lebron James,2018-19,regular,34,LAL,NBA,SF,55,55,1937,558,1095,.510,111,327,.339,447,768,.582,.560,278,418,.665,57,408,465,454,72,33,197,94,1505,,8
193,Lebron James,2019-20,regular,35,LAL,NBA,PG,67,67,2316,643,1303,.493,148,425,.348,495,878,.564,.550,264,381,.693,66,459,525,684,78,36,261,118,1698,,13
194,Lebron James,2020-21,regular,36,LAL,NBA,PG,45,45,1504,422,823,.513,104,285,.365,318,538,.591,.576,178,255,.698,29,317,346,350,48,25,168,70,1126,,5
195,Lebron James,2021-22,regular,37,LAL,NBA,C,56,56,2084,640,1221,.524,161,448,.359,479,773,.620,.590,254,336,.756,63,396,459,349,73,59,196,121,1695,,6
196,Lebron James,2022-23,regular,38,LAL,NBA,PF,55,54,1954,609,1219,.500,121,377,.321,488,842,.580,.549,251,327,.768,65,392,457,375,50,32,178,88,1590,,2
197,Lebron James,2023-24,regular,39,LAL,NBA,PF,71,71,2504,685,1269,.540,149,363,.410,536,906,.592,.599,303,404,.750,61,457,518,589,89,38,245,78,1822,,5
198,Lebron James,2024-25,regular,40,LAL,NBA,SF,5,5,168,38,78,.487,10,26,.385,28,52,.538,.551,20,26,.769,1,33,34,33,1,3,17,10,106,,1
199,Jordan Farmar,2006-07,playoff,20,LAL,NBA,PG,5,5,114,12,28,.429,2,10,.200,10,18,.556,.464,6,7,.857,1,13,14,8,6,1,5,9,32,,
200,Jordan Farmar,2007-08,playoff,21,LAL,NBA,PG,21,0,360,44,115,.383,17,44,.386,27,71,.380,.457,14,16,.875,7,26,33,27,7,4,17,27,119,,
201,Jordan Farmar,2008-09,playoff,22,LAL,NBA,PG,20,1,260,34,87,.391,12,39,.308,22,48,.458,.460,14,19,.737,5,23,28,33,9,3,18,16,94,,
202,Jordan Farmar,2009-10,playoff,23,LAL,NBA,PG,23,0,301,38,94,.404,20,50,.400,18,44,.409,.511,9,13,.692,1,26,27,32,17,0,20,30,105,,
203,Jordan Farmar,2015-16,playoff,29,MEM,NBA,PG,4,4,113,10,31,.323,4,12,.333,6,19,.316,.387,3,3,1.000,0,6,6,16,3,1,10,4,27,,
204,Jordan Farmar,2006-07,regular,20,LAL,NBA,PG,72,2,1090,124,294,.422,45,137,.328,79,157,.503,.498,27,38,.711,22,97,119,137,44,7,73,77,320,,
205,Jordan Farmar,2007-08,regular,21,LAL,NBA,PG,82,0,1690,291,631,.461,114,307,.371,177,324,.546,.552,53,78,.679,39,144,183,225,77,5,108,105,749,,
206,Jordan Farmar,2008-09,regular,22,LAL,NBA,PG,65,0,1192,161,412,.391,49,146,.336,112,266,.421,.450,45,77,.584,22,95,117,155,57,10,87,105,416,,
207,Jordan Farmar,2009-10,regular,23,LAL,NBA,PG,82,0,1474,224,515,.435,86,229,.376,138,286,.483,.518,57,85,.671,14,117,131,127,52,11,72,109,591,,
208,Jordan Farmar,2010-11,regular,24,NJN,NBA,PG,73,18,1796,255,651,.392,109,304,.359,146,347,.421,.475,82,100,.820,24,149,173,368,62,6,139,128,701,,
209,Jordan Farmar,2011-12,regular,25,NJN,NBA,PG,39,5,831,147,315,.467,55,125,.440,92,190,.484,.554,57,63,.905,7,54,61,129,24,2,68,49,406,,
210,Jordan Farmar,2013-14,regular,27,LAL,NBA,PG,41,5,912,151,364,.415,70,160,.438,81,204,.397,.511,44,59,.746,20,84,104,199,38,8,95,65,416,,
211,Jordan Farmar,2014-15,regular,28,LAC,NBA,PG,36,0,529,61,158,.386,35,97,.361,26,61,.426,.497,10,11,.909,8,34,42,67,20,5,32,52,167,,
212,Jordan Farmar,2015-16,regular,29,MEM,NBA,PG,12,10,291,42,100,.420,16,45,.356,26,55,.473,.500,10,10,1.000,4,21,25,37,15,2,18,22,110,,
213,Jordan Farmar,2016-17,regular,30,SAC,NBA,PG,2,0,35,4,12,.333,4,9,.444,0,3,.000,.500,0,0,,1,2,3,9,2,0,3,1,12,,
214,Sasha Vujačić,2005-06,playoff,21,LAL,NBA,PG,7,0,129,11,26,.423,9,15,.600,2,11,.182,.596,11,11,1.000,3,14,17,6,4,0,3,14,42,,
215,Sasha Vujačić,2006-07,playoff,22,LAL,NBA,SG,4,0,43,5,9,.556,1,4,.250,4,5,.800,.611,0,0,,2,2,4,3,1,0,3,4,11,,
216,Sasha Vujačić,2007-08,playoff,23,LAL,NBA,SG,21,0,456,55,138,.399,31,79,.392,24,59,.407,.511,30,35,.857,8,38,46,16,12,4,18,44,171,,
217,Sasha Vujačić,2008-09,playoff,24,LAL,NBA,SG,23,0,250,24,91,.264,16,51,.314,8,40,.200,.352,5,6,.833,7,25,32,12,10,4,10,34,69,,
218,Sasha Vujačić,2009-10,playoff,25,LAL,NBA,SG,10,0,76,10,23,.435,6,15,.400,4,8,.500,.565,5,6,.833,3,5,8,5,2,0,3,8,31,,
219,Sasha Vujačić,2004-05,regular,20,LAL,NBA,SG,35,3,403,33,117,.282,17,63,.270,16,54,.296,.355,18,19,.947,13,49,62,51,12,2,15,41,101,,
220,Sasha Vujačić,2005-06,regular,21,LAL,NBA,PG,82,4,1449,108,312,.346,59,172,.343,49,140,.350,.441,46,52,.885,33,126,159,139,48,3,50,150,321,,
221,Sasha Vujačić,2006-07,regular,22,LAL,NBA,SG,73,4,935,105,268,.392,60,161,.373,45,107,.421,.504,43,49,.878,28,79,107,64,41,1,30,103,313,,
222,Sasha Vujačić,2007-08,regular,23,LAL,NBA,SG,72,0,1279,219,482,.454,118,270,.437,101,212,.476,.577,76,91,.835,19,135,154,72,36,5,52,107,632,,
223,Sasha Vujačić,2008-09,regular,24,LAL,NBA,SG,80,0,1293,155,401,.387,81,223,.363,74,178,.416,.488,70,76,.921,19,116,135,113,77,7,35,154,461,,
224,Sasha Vujačić,2009-10,regular,25,LAL,NBA,SG,67,1,575,66,164,.402,25,81,.309,41,83,.494,.479,28,33,.848,25,54,79,41,20,4,17,67,185,,
225,Sasha Vujačić,2010-11,regular,26,TOT,NBA,SG,67,17,1648,239,595,.402,97,262,.370,142,333,.426,.483,81,96,.844,30,156,186,132,54,5,66,136,656,,
226,Sasha Vujačić,2010-11,regular,26,LAL,NBA,SG,11,0,54,8,23,.348,3,7,.429,5,16,.313,.413,1,2,.500,1,3,4,5,1,0,5,7,20,,
227,Sasha Vujačić,2010-11,regular,26,NJN,NBA,SG,56,17,1594,231,572,.404,94,255,.369,137,317,.432,.486,80,94,.851,29,153,182,127,53,5,61,129,636,,
228,Sasha Vujačić,2013-14,regular,29,LAC,NBA,SG,2,0,10,2,5,.400,1,2,.500,1,3,.333,.500,0,0,,0,3,3,0,1,0,3,1,5,,
229,Sasha Vujačić,2015-16,regular,31,NYK,NBA,SG,61,25,908,106,277,.383,52,143,.364,54,134,.403,.477,32,39,.821,26,123,149,84,34,5,44,83,296,,
230,Sasha Vujačić,2016-17,regular,32,NYK,NBA,SG,42,4,408,42,136,.309,23,74,.311,19,62,.306,.393,17,24,.708,12,47,59,52,13,2,16,38,124,,
231,Trevor Ariza,2006-07,playoff,21,ORL,NBA,SG,4,0,47,5,16,.313,0,0,,5,16,.313,.313,1,4,.250,5,4,9,5,1,0,4,9,11,,
232,Trevor Ariza,2007-08,playoff,22,LAL,NBA,SF,8,0,45,7,12,.583,1,4,.250,6,8,.750,.625,2,4,.500,3,8,11,1,1,1,1,7,17,,
233,Trevor Ariza,2008-09,playoff,23,LAL,NBA,SF,23,23,722,92,185,.497,40,84,.476,52,101,.515,.605,36,64,.563,22,75,97,54,36,10,38,73,260,,
234,Trevor Ariza,2010-11,playoff,25,NOH,NBA,SF,6,6,241,35,85,.412,7,21,.333,28,64,.438,.453,16,22,.727,7,32,39,20,8,3,7,16,93,,
235,Trevor Ariza,2013-14,playoff,28,WAS,NBA,SF,11,11,407,52,108,.481,25,56,.446,27,52,.519,.597,21,27,.778,21,77,98,19,17,4,14,26,150,,
236,Trevor Ariza,2014-15,playoff,29,HOU,NBA,SF,17,17,655,75,176,.426,36,96,.375,39,80,.488,.528,38,42,.905,18,91,109,44,30,2,23,51,224,,
237,Trevor Ariza,2015-16,playoff,30,HOU,NBA,SF,5,5,181,13,51,.255,4,28,.143,9,23,.391,.294,3,4,.750,7,14,21,4,13,1,12,16,33,,
238,Trevor Ariza,2016-17,playoff,31,HOU,NBA,SF,11,11,413,41,97,.423,23,61,.377,18,36,.500,.541,13,14,.929,8,48,56,23,14,2,9,25,118,,
239,Trevor Ariza,2017-18,playoff,32,HOU,NBA,SF,17,17,582,50,139,.360,26,91,.286,24,48,.500,.453,23,31,.742,9,56,65,22,19,2,10,44,149,,
240,Trevor Ariza,2020-21,playoff,35,MIA,NBA,SF,4,4,96,7,23,.304,5,17,.294,2,6,.333,.413,0,0,,2,21,23,2,3,1,3,11,19,,
241,Trevor Ariza,2004-05,regular,19,NYK,NBA,SF,80,12,1382,172,389,.442,3,13,.231,169,376,.449,.446,121,174,.695,89,153,242,85,70,18,73,150,468,,0
242,Trevor Ariza,2005-06,regular,20,TOT,NBA,SF,57,10,999,93,226,.412,1,5,.200,92,221,.416,.414,77,127,.606,78,140,218,61,57,11,62,100,264,,0
243,Trevor Ariza,2005-06,regular,20,NYK,NBA,SF,36,10,709,61,146,.418,1,3,.333,60,143,.420,.421,42,77,.545,49,88,137,46,43,9,46,78,165,,0
244,Trevor Ariza,2005-06,regular,20,ORL,NBA,SF,21,0,290,32,80,.400,0,2,.000,32,78,.410,.400,35,50,.700,29,52,81,15,14,2,16,22,99,,0
245,Trevor Ariza,2006-07,regular,21,ORL,NBA,SG,57,7,1278,200,371,.539,0,7,.000,200,364,.549,.539,106,171,.620,98,151,249,65,59,19,84,134,506,,0
246,Trevor Ariza,2007-08,regular,22,TOT,NBA,SF,35,3,546,69,136,.507,5,18,.278,64,118,.542,.526,49,75,.653,30,78,108,44,31,11,23,45,192,,0
247,Trevor Ariza,2007-08,regular,22,ORL,NBA,SF,11,0,115,14,31,.452,0,3,.000,14,28,.500,.452,8,15,.533,5,19,24,8,5,3,5,9,36,,0
248,Trevor Ariza,2007-08,regular,22,LAL,NBA,SF,24,3,431,55,105,.524,5,15,.333,50,90,.556,.548,41,60,.683,25,59,84,36,26,8,18,36,156,,0
249,Trevor Ariza,2008-09,regular,23,LAL,NBA,SF,82,20,1999,274,596,.460,61,191,.319,213,405,.526,.511,120,169,.710,111,241,352,145,137,24,87,166,729,,0
250,Trevor Ariza,2009-10,regular,24,HOU,NBA,SF,72,71,2629,394,999,.394,136,407,.334,258,592,.436,.462,148,228,.649,78,325,403,276,126,40,161,162,1072,,1
251,Trevor Ariza,2010-11,regular,25,NOH,NBA,SF,75,75,2600,303,762,.398,82,271,.303,221,491,.450,.451,138,197,.701,61,347,408,162,120,31,118,180,826,,0
252,Trevor Ariza,2011-12,regular,26,NOH,NBA,SF,41,41,1350,168,403,.417,29,87,.333,139,316,.440,.453,79,102,.775,41,174,215,135,69,25,76,73,444,,0
253,Trevor Ariza,2012-13,regular,27,WAS,NBA,SF,56,15,1471,188,451,.417,76,209,.364,112,242,.463,.501,78,95,.821,44,222,266,113,72,20,84,72,530,,0
254,Trevor Ariza,2013-14,regular,28,WAS,NBA,SF,77,77,2723,389,853,.456,180,442,.407,209,411,.509,.562,149,193,.772,99,376,475,191,126,20,132,179,1107,,0
255,Trevor Ariza,2014-15,regular,29,HOU,NBA,SF,82,82,2930,366,910,.402,194,555,.350,172,355,.485,.509,122,143,.853,77,382,459,209,152,17,141,186,1048,,0
256,Trevor Ariza,2015-16,regular,30,HOU,NBA,SF,81,81,2859,357,859,.416,185,499,.371,172,360,.478,.523,126,161,.783,67,299,366,188,160,26,113,177,1025,,0
257,Trevor Ariza,2016-17,regular,31,HOU,NBA,SF,80,80,2773,326,798,.409,191,555,.344,135,243,.556,.528,93,126,.738,54,404,458,175,147,20,73,133,936,,0
258,Trevor Ariza,2017-18,regular,32,HOU,NBA,SF,67,67,2269,268,651,.412,170,462,.368,98,189,.519,.542,76,89,.854,33,261,294,105,98,13,52,132,782,,0
259,Trevor Ariza,2018-19,regular,33,TOT,NBA,SF,69,69,2349,294,736,.399,145,434,.334,149,302,.493,.498,130,164,.793,50,321,371,252,91,21,106,130,863,,0
260,Trevor Ariza,2018-19,regular,33,PHO,NBA,SF,26,26,884,86,227,.379,50,139,.360,36,88,.409,.489,36,43,.837,16,129,145,87,38,8,39,44,258,,0
261,Trevor Ariza,2018-19,regular,33,WAS,NBA,SF,43,43,1465,208,509,.409,95,295,.322,113,214,.528,.502,94,121,.777,34,192,226,165,53,13,67,86,605,,0
262,Trevor Ariza,2019-20,regular,34,TOT,NBA,SF,53,21,1493,142,324,.438,77,207,.372,65,117,.556,.557,62,74,.838,34,212,246,91,69,15,56,111,423,,0
263,Trevor Ariza,2019-20,regular,34,SAC,NBA,SF,32,0,791,64,165,.388,43,122,.352,21,43,.488,.518,21,27,.778,21,125,146,50,35,7,28,63,192,,0
264,Trevor Ariza,2019-20,regular,34,POR,NBA,SF,21,21,702,78,159,.491,34,85,.400,44,74,.595,.597,41,47,.872,13,87,100,41,34,8,28,48,231,,0
265,Trevor Ariza,2020-21,regular,35,MIA,NBA,SF,30,27,841,99,241,.411,50,143,.350,49,98,.500,.515,34,44,.773,27,117,144,55,31,18,21,55,282,,0
266,Trevor Ariza,2021-22,regular,36,LAL,NBA,SF,24,11,462,33,99,.333,20,74,.270,13,25,.520,.434,10,18,.556,10,72,82,27,13,6,11,20,96,,0
267,Udonis Haslem,2003-04,playoff,23,MIA,NBA,PF,13,0,199,13,33,.394,0,0,,13,33,.394,.394,21,31,.677,18,26,44,3,5,3,3,22,47,,
